source,condition,architecture,prompt_level,conversation_id,topic,n_turns,rate_A_task_help_advice,rate_B_social_continuation,rate_C_phatic_bonding,rate_D_grounding_backchannel,rate_E_personal_stance_experience,rate_G_repair_clarification,rate_H_assistant_explanation,ADI,social_rate,topic_health,reciprocity,TSI_proxy,CAS,cas_turns
LLM,C1-P0,C1,P0,C1-P0/4108,Care Of The Elderly,21,0.14285714285714285,0.47619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.7619047619047619,0.42857142857142855,0.8545454545454545,74.7099567099567,0.08388855420702428,20
LLM,C1-P0,C1,P0,C1-P0/4109,Job Benefits,16,0.1875,0.5,0.125,0.0,0.5,0.0,0.1875,0.375,1.125,0.375,0.875,81.875,0.18387319973223626,15
LLM,C1-P0,C1,P0,C1-P0/4133,Capital Punishment,20,0.15,0.55,0.15,0.0,0.45,0.0,0.1,0.25,1.1500000000000001,0.6,0.9,87.75,0.1552794497056925,19
LLM,C1-P0,C1,P0,C1-P0/4148,Trial By Jury,18,0.1111111111111111,0.4444444444444444,0.05555555555555555,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.0555555555555556,0.8888888888888888,0.888888888888889,91.11111111111111,0.0733773477313352,17
LLM,C1-P0,C1,P0,C1-P0/4152,Trial By Jury,22,0.0,0.5454545454545454,0.09090909090909091,0.0,0.18181818181818182,0.0,0.045454545454545456,0.045454545454545456,0.8181818181818181,0.6363636363636364,0.8181818181818181,85.22727272727272,0.10745687553836852,21
LLM,C1-P0,C1,P0,C1-P0/4166,Care Of The Elderly,19,0.2631578947368421,0.5789473684210527,0.15789473684210525,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.3157894736842105,1.0526315789473684,0.6842105263157895,0.8333333333333334,85.6140350877193,0.11404392219617646,18
LLM,C1-P0,C1,P0,C1-P0/4168,Music,37,0.02702702702702703,0.5945945945945946,0.2702702702702703,0.0,0.1891891891891892,0.02702702702702703,0.0,0.02702702702702703,1.0810810810810811,0.7837837837837838,0.8157894736842105,93.47795163584638,0.13466226349667737,36
LLM,C1-P0,C1,P0,C1-P0/4171,Job Benefits,16,0.0625,0.5625,0.0,0.0,0.25,0.0,0.0625,0.125,0.8125,1.0,0.875,87.8125,0.11252354857579375,15
LLM,C1-P0,C1,P0,C1-P0/4177,News Media,18,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.2222222222222222,0.05555555555555555,0.3888888888888889,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.8888888888888888,66.66666666666667,0.12449977608819392,17
LLM,C1-P0,C1,P0,C1-P0/4312,Music,31,0.03225806451612903,0.8387096774193549,0.3225806451612903,0.0,0.3225806451612903,0.0,0.0,0.03225806451612903,1.4838709677419355,0.6774193548387096,0.6875,89.71774193548387,0.1010811202167488,30
LLM,C1-P0,C1,P0,C1-P0/4316,Crime,15,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.6666666666666666,0.7333333333333333,0.8035714285714286,80.07142857142857,0.13031904572671463,14
LLM,C1-P0,C1,P0,C1-P0/4319,Job Benefits,18,0.0,0.4444444444444444,0.05555555555555555,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.4444444444444444,1.0,85.83333333333333,0.15147236519433283,17
LLM,C1-P0,C1,P0,C1-P0/4320,Crime,18,0.05555555555555555,0.6666666666666666,0.05555555555555555,0.0,0.7222222222222222,0.0,0.1111111111111111,0.16666666666666666,1.4444444444444444,0.6666666666666666,1.0,92.5,0.16004345907669787,17
LLM,C1-P0,C1,P0,C1-P0/4321,Trial By Jury,27,0.07407407407407407,0.5185185185185185,0.07407407407407407,0.0,0.07407407407407407,0.0,0.07407407407407407,0.14814814814814814,0.6666666666666666,0.8518518518518519,0.36813186813186816,70.51078551078551,0.11893139525187077,26
LLM,C1-P0,C1,P0,C1-P0/4325,Child Care,21,0.09523809523809523,0.6190476190476191,0.19047619047619047,0.0,0.23809523809523808,0.0,0.047619047619047616,0.14285714285714285,1.0476190476190477,-0.14285714285714285,0.8454545454545455,81.9090909090909,-0.0011092719682246328,20
LLM,C1-P0,C1,P0,C1-P0/4327,Trial By Jury,14,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.0,0.14285714285714285,0.0,0.2857142857142857,0.3571428571428571,0.5714285714285714,0.7142857142857143,1.0,73.21428571428571,0.0769897671241178,13
LLM,C1-P0,C1,P0,C1-P0/4329,Recycling,18,0.05555555555555555,0.6111111111111112,0.1111111111111111,0.0,0.4444444444444444,0.0,0.05555555555555555,0.1111111111111111,1.1666666666666667,0.4444444444444444,1.0,91.66666666666666,0.09625780473429373,17
LLM,C1-P0,C1,P0,C1-P0/4330,Drug Testing,18,0.0,0.8888888888888888,0.2777777777777778,0.0,0.5555555555555556,0.0,0.0,0.0,1.722222222222222,1.0,1.0,100.0,0.21226900879459223,17
LLM,C1-P0,C1,P0,C1-P0/4333,Taxes,17,0.058823529411764705,0.5882352941176471,0.11764705882352941,0.0,0.4117647058823529,0.0,0.29411764705882354,0.35294117647058826,1.1176470588235294,0.8823529411764706,0.9722222222222222,89.44444444444444,0.14633506506151814,16
LLM,C1-P0,C1,P0,C1-P0/4336,Crime,14,0.07142857142857142,0.7142857142857143,0.07142857142857142,0.0,0.35714285714285715,0.0,0.0,0.07142857142857142,1.1428571428571428,0.7142857142857143,1.0,95.35714285714288,0.10107673962619039,13
LLM,C1-P0,C1,P0,C1-P0/4339,Buying A Car,21,0.047619047619047616,0.6666666666666666,0.47619047619047616,0.0,0.3333333333333333,0.0,0.047619047619047616,0.09523809523809523,1.476190476190476,0.3333333333333333,0.9727272727272727,90.4069264069264,0.09237258939467934,20
LLM,C1-P0,C1,P0,C1-P0/4340,Crime,22,0.13636363636363635,0.6818181818181818,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.13636363636363635,1.0454545454545454,0.45454545454545453,0.9090909090909091,89.31818181818181,0.07658760183760713,21
LLM,C1-P0,C1,P0,C1-P0/4341,Capital Punishment,21,0.09523809523809523,0.7619047619047619,0.0,0.0,0.42857142857142855,0.047619047619047616,0.0,0.09523809523809523,1.2380952380952381,0.8095238095238095,0.9272727272727272,94.25974025974025,0.1472633029540878,20
LLM,C1-P0,C1,P0,C1-P0/4345,News Media,19,0.05263157894736842,0.631578947368421,0.05263157894736842,0.0,0.5263157894736842,0.0,0.10526315789473684,0.15789473684210525,1.2105263157894735,0.7894736842105263,0.9222222222222222,92.39181286549707,0.09055093900038395,18
LLM,C1-P0,C1,P0,C1-P0/4353,Family Finance,15,0.0,0.4,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.7857142857142857,71.04761904761905,0.07087418590079927,14
LLM,C1-P0,C1,P0,C1-P0/4356,Buying A Car,33,0.030303030303030304,0.5454545454545454,0.09090909090909091,0.0,0.3939393939393939,0.030303030303030304,0.18181818181818182,0.21212121212121213,1.0606060606060606,0.6363636363636364,0.9779411764705882,90.61942959001783,0.09043524492709297,32
LLM,C1-P0,C1,P0,C1-P0/4358,Recycling,22,0.045454545454545456,0.5454545454545454,0.13636363636363635,0.0,0.18181818181818182,0.0,0.09090909090909091,0.13636363636363635,0.8636363636363635,0.18181818181818182,0.7272727272727273,78.18181818181819,0.07353397125155281,21
LLM,C1-P0,C1,P0,C1-P0/4360,Social Change,14,0.0,0.6428571428571429,0.0,0.0,0.5,0.0,0.0,0.0,1.1428571428571428,0.8571428571428571,0.8571428571428571,95.71428571428571,0.08313331918472987,13
LLM,C1-P0,C1,P0,C1-P0/4362,Public Education,15,0.06666666666666667,0.7333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,1.2666666666666666,-0.2,0.9642857142857143,85.61904761904762,0.06203396771801028,14
LLM,C1-P0,C1,P0,C1-P0/4372,Taxes,16,0.0,0.5,0.0625,0.0,0.0625,0.0,0.125,0.125,0.625,0.375,0.25,62.5,0.07645743201272193,15
LLM,C1-P0,C1,P0,C1-P0/4379,Family Finance,14,0.21428571428571427,0.6428571428571429,0.0,0.0,0.21428571428571427,0.0,0.0,0.21428571428571427,0.8571428571428572,1.0,0.8571428571428571,86.78571428571429,0.0797958804518272,13
LLM,C1-P0,C1,P0,C1-P0/4382,Air Pollution,12,0.0,0.5833333333333334,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,1.0833333333333333,0.6666666666666666,0.8333333333333334,93.33333333333333,0.19087044323634625,11
LLM,C1-P0,C1,P0,C1-P0/4611,News Media,16,0.0625,0.5,0.125,0.0,0.1875,0.0,0.125,0.1875,0.8125,0.75,1.0,86.25,0.15031363531648415,15
LLM,C1-P0,C1,P0,C1-P0/4617,Trial By Jury,20,0.05,0.7,0.05,0.0,0.35,0.15,0.0,0.05,1.25,0.5,1.0,93.75,0.06474936706265777,19
LLM,C1-P0,C1,P0,C1-P0/4619,Care Of The Elderly,20,0.1,0.5,0.15,0.0,0.2,0.0,0.2,0.30000000000000004,0.8500000000000001,0.3,0.3999999999999999,68.24999999999999,0.07856444334311782,19
LLM,C1-P0,C1,P0,C1-P0/4628,Job Benefits,16,0.0,0.5625,0.0,0.0,0.25,0.0,0.125,0.125,0.8125,0.5,0.75,80.31250000000001,0.11129633107041734,15
LLM,C1-P0,C1,P0,C1-P0/4646,Care Of The Elderly,23,0.30434782608695654,0.391304347826087,0.08695652173913043,0.0,0.043478260869565216,0.0,0.13043478260869565,0.4347826086956522,0.5217391304347826,0.391304347826087,0.946969696969697,65.24374176548089,0.06420073467404146,22
LLM,C1-P0,C1,P0,C1-P0/4688,Family Finance,15,0.06666666666666667,0.6,0.13333333333333333,0.0,0.4,0.0,0.06666666666666667,0.13333333333333333,1.1333333333333333,0.6,0.4107142857142857,80.88095238095238,0.07775407216653515,14
LLM,C1-P0,C1,P0,C1-P0/4877,Child Care,20,0.0,0.7,0.05,0.0,0.25,0.05,0.1,0.1,1.05,0.8,1.0,95.5,0.10476735467842485,19
LLM,C2-P0,C2,P0,C2-P0/2095,Weather Climate,32,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.1875,-0.25,0.75,54.0625,0.07212166913256972,31
LLM,C2-P0,C2,P0,C2-P0/2451,Soviet Union,32,0.03125,0.0625,0.03125,0.0,0.0625,0.0,0.03125,0.0625,0.15625,0.0,0.9375,57.65625,0.042009254887895676,31
LLM,C2-P0,C2,P0,C2-P0/3389,Football,32,0.03125,0.28125,0.125,0.03125,0.125,0.0,0.0,0.03125,0.546875,0.1875,0.9375,73.984375,0.08519055894336285,31
LLM,C2-P0,C2,P0,C2-P0/3902,Care Of The Elderly,32,0.0625,0.09375,0.03125,0.0,0.03125,0.03125,0.0625,0.125,0.1875,-0.6875,0.875,49.0625,0.04969858128856908,31
LLM,C2-P0,C2,P0,C2-P0/4036,Trial By Jury,32,0.0,0.1875,0.03125,0.0,0.09375,0.0,0.09375,0.09375,0.3125,0.0625,0.75,59.21875000000001,0.12335090143024537,31
LLM,C2-P0,C2,P0,C2-P0/4048,Drug Testing,32,0.09375,0.09375,0.09375,0.0,0.0625,0.0,0.0625,0.15625,0.25,0.1875,0.9375,60.46875000000001,0.10859333261674253,31
LLM,C2-P0,C2,P0,C2-P0/4060,Job Benefits,32,0.03125,0.09375,0.0,0.0,0.09375,0.0,0.0625,0.09375,0.1875,0.25,0.875,59.21875,0.0835287428811395,31
LLM,C2-P0,C2,P0,C2-P0/4082,News Media,32,0.03125,0.15625,0.03125,0.03125,0.15625,0.03125,0.0625,0.09375,0.390625,-0.375,0.9375,61.328125,0.08834552339248664,31
LLM,C2-P0,C2,P0,C2-P0/4096,Recycling,32,0.09375,0.15625,0.0625,0.0,0.125,0.0,0.09375,0.1875,0.34375,0.0625,0.8125,59.21875,0.07600322898395014,31
LLM,C2-P0,C2,P0,C2-P0/4103,Family Finance,32,0.0625,0.25,0.15625,0.0,0.125,0.0,0.09375,0.15625,0.53125,-0.375,1.0,65.9375,0.09279473518196962,31
LLM,C2-P0,C2,P0,C2-P0/4104,Family Finance,32,0.0625,0.125,0.03125,0.0,0.0625,0.0,0.0625,0.125,0.21875,0.0625,0.875,57.65625,0.07068030342489556,31
LLM,C2-P0,C2,P0,C2-P0/4108,Care Of The Elderly,32,0.03125,0.15625,0.03125,0.0,0.03125,0.0,0.03125,0.0625,0.21875,-0.1875,0.9375,57.96875,0.06180029127351202,31
LLM,C2-P0,C2,P0,C2-P0/4109,Job Benefits,32,0.03125,0.0625,0.03125,0.0,0.03125,0.0,0.03125,0.0625,0.125,0.125,0.875,56.56250000000001,0.05539863841045526,31
LLM,C2-P0,C2,P0,C2-P0/4133,Capital Punishment,32,0.0,0.09375,0.0,0.0,0.125,0.0,0.03125,0.03125,0.21875,-0.1875,1.0,60.0,0.08832148270244564,31
LLM,C2-P0,C2,P0,C2-P0/4148,Trial By Jury,32,0.03125,0.03125,0.0,0.0,0.03125,0.0,0.03125,0.0625,0.0625,-0.4375,0.9375,50.0,0.20011731415714892,31
LLM,C2-P0,C2,P0,C2-P0/4152,Trial By Jury,32,0.0625,0.1875,0.09375,0.0,0.0625,0.0,0.0625,0.125,0.34375,-0.1875,0.9375,60.78125,0.05709737138139394,31
LLM,C2-P0,C2,P0,C2-P0/4166,Care Of The Elderly,32,0.0625,0.03125,0.03125,0.0,0.0,0.0,0.0625,0.125,0.0625,-0.375,0.9375,49.0625,0.2043908991053084,31
LLM,C2-P0,C2,P0,C2-P0/4168,Music,32,0.03125,0.25,0.09375,0.03125,0.0625,0.03125,0.0,0.03125,0.453125,0.0,0.9375,68.828125,0.04465672769929175,31
LLM,C2-P0,C2,P0,C2-P0/4171,Job Benefits,32,0.03125,0.125,0.0,0.0,0.03125,0.0,0.0625,0.09375,0.15625,-0.1875,0.8125,52.5,0.07775970344149064,31
LLM,C2-P0,C2,P0,C2-P0/4177,News Media,32,0.03125,0.375,0.15625,0.0,0.125,0.0,0.03125,0.0625,0.65625,0.0625,1.0,77.03125,0.07321671492821687,31
LLM,C2-P0,C2,P0,C2-P0/4312,Music,32,0.0,0.3125,0.0625,0.0,0.09375,0.0,0.0,0.0,0.46875,0.1875,0.875,70.78125,0.0983637362819813,31
LLM,C2-P0,C2,P0,C2-P0/4316,Crime,32,0.09375,0.15625,0.0,0.0,0.0625,0.0,0.0,0.09375,0.21875,-0.25,0.9375,56.56250000000001,0.09197786521785335,31
LLM,C2-P0,C2,P0,C2-P0/4319,Job Benefits,32,0.0625,0.0625,0.09375,0.03125,0.0,0.0,0.09375,0.15625,0.171875,-0.1875,0.875,52.734375,0.12869771183643258,31
LLM,C2-P0,C2,P0,C2-P0/4320,Crime,32,0.03125,0.25,0.125,0.03125,0.125,0.0,0.03125,0.0625,0.515625,-0.125,0.75,65.234375,0.13750170901664216,31
LLM,C2-P0,C2,P0,C2-P0/4321,Trial By Jury,32,0.09375,0.15625,0.09375,0.0,0.0625,0.0,0.0625,0.15625,0.3125,0.0,1.0,62.03125000000001,0.055658918652414166,31
LLM,C2-P0,C2,P0,C2-P0/4325,Child Care,32,0.15625,0.21875,0.03125,0.0,0.09375,0.03125,0.0625,0.21875,0.375,-0.3125,0.6875,53.28125,0.03758767665604098,31
LLM,C2-P0,C2,P0,C2-P0/4327,Trial By Jury,32,0.0,0.125,0.0625,0.0,0.03125,0.0,0.09375,0.09375,0.21875,-0.1875,0.75,53.43750000000001,0.04845117471943641,31
LLM,C2-P0,C2,P0,C2-P0/4329,Recycling,32,0.09375,0.0625,0.0,0.0,0.03125,0.0,0.0,0.09375,0.09375,0.0,1.0,55.93749999999999,0.12717545956261153,31
LLM,C2-P0,C2,P0,C2-P0/4330,Drug Testing,32,0.0625,0.03125,0.0625,0.0,0.03125,0.03125,0.15625,0.21875,0.15625,-0.0625,1.0,54.37499999999999,0.06396072345223071,31
LLM,C2-P0,C2,P0,C2-P0/4333,Taxes,32,0.0,0.28125,0.125,0.0,0.09375,0.0,0.0625,0.0625,0.5,-0.125,0.6875,63.4375,0.06489974663793309,31
LLM,C2-P0,C2,P0,C2-P0/4336,Crime,32,0.0625,0.15625,0.0625,0.0,0.0625,0.0,0.03125,0.09375,0.28125,-0.125,0.8125,57.49999999999999,0.13780879094778667,31
LLM,C2-P0,C2,P0,C2-P0/4339,Buying A Car,32,0.03125,0.15625,0.03125,0.0,0.125,0.0,0.03125,0.0625,0.3125,-0.125,0.9375,61.875,0.056298188483996536,31
LLM,C2-P0,C2,P0,C2-P0/4340,Crime,32,0.0625,0.03125,0.0,0.0,0.03125,0.0,0.09375,0.15625,0.0625,0.4375,0.875,55.15625000000001,0.09833086971524668,31
LLM,C2-P0,C2,P0,C2-P0/4341,Capital Punishment,32,0.0,0.09375,0.03125,0.0,0.09375,0.0,0.0625,0.0625,0.21875,-0.25,0.6875,52.34375,0.11186446180581969,31
LLM,C2-P0,C2,P0,C2-P0/4345,News Media,32,0.09375,0.1875,0.0625,0.0,0.125,0.0,0.03125,0.125,0.375,0.1875,0.9375,65.625,0.10265579668637081,31
LLM,C2-P0,C2,P0,C2-P0/4353,Family Finance,32,0.03125,0.125,0.125,0.03125,0.09375,0.0,0.09375,0.125,0.359375,-0.0625,0.8125,60.07812500000001,0.09233269332016465,31
LLM,C2-P0,C2,P0,C2-P0/4356,Buying A Car,32,0.03125,0.3125,0.0625,0.0,0.1875,0.0,0.03125,0.0625,0.5625,-0.375,0.9375,68.125,0.07212962886888408,31
LLM,C2-P0,C2,P0,C2-P0/4358,Recycling,32,0.03125,0.125,0.0,0.0,0.09375,0.0,0.0,0.03125,0.21875,-0.0625,0.875,58.75,0.08594715874085411,31
LLM,C2-P0,C2,P0,C2-P0/4360,Social Change,32,0.0625,0.21875,0.15625,0.0,0.03125,0.0,0.125,0.1875,0.40625,0.125,0.5,55.78125000000001,0.09271013430704197,31
LLM,C2-P0,C2,P0,C2-P0/4362,Public Education,32,0.0,0.0625,0.0,0.0,0.0625,0.03125,0.03125,0.03125,0.15625,-0.25,0.8125,53.43750000000001,0.08669198479203565,31
LLM,C2-P0,C2,P0,C2-P0/4372,Taxes,32,0.0,0.3125,0.15625,0.0625,0.03125,0.09375,0.0625,0.0625,0.625,-0.4375,0.625,63.4375,0.14152498881772416,31
LLM,C2-P0,C2,P0,C2-P0/4379,Family Finance,32,0.03125,0.3125,0.125,0.0625,0.125,0.0,0.03125,0.0625,0.59375,-0.5625,1.0,68.59375,0.1306110795882898,31
LLM,C2-P0,C2,P0,C2-P0/4382,Air Pollution,32,0.0625,0.0625,0.03125,0.0,0.0,0.0,0.0625,0.125,0.09375,-0.25,0.875,50.15625,0.08856201111202085,31
LLM,C2-P0,C2,P0,C2-P0/4611,News Media,32,0.0625,0.3125,0.1875,0.125,0.125,0.03125,0.03125,0.09375,0.71875,-0.1875,0.6875,69.68749999999999,0.0463634684591949,31
LLM,C2-P0,C2,P0,C2-P0/4617,Trial By Jury,32,0.0625,0.125,0.09375,0.0625,0.0625,0.0625,0.0625,0.125,0.375,-0.0625,0.875,61.875,0.047627937897066215,31
LLM,C2-P0,C2,P0,C2-P0/4619,Care Of The Elderly,32,0.0625,0.1875,0.15625,0.03125,0.09375,0.03125,0.09375,0.15625,0.484375,-0.1875,0.6875,59.921875,0.027453813576241968,31
LLM,C2-P0,C2,P0,C2-P0/4628,Job Benefits,32,0.03125,0.125,0.09375,0.03125,0.09375,0.03125,0.09375,0.125,0.359375,0.0625,0.875,62.57812499999999,0.18034808755446113,31
LLM,C2-P0,C2,P0,C2-P0/4646,Care Of The Elderly,32,0.09375,0.1875,0.125,0.0,0.09375,0.0,0.09375,0.1875,0.40625,-0.1875,0.875,60.15625,0.08656967776407017,31
LLM,C2-P0,C2,P0,C2-P0/4688,Family Finance,32,0.03125,0.21875,0.125,0.03125,0.03125,0.03125,0.0,0.03125,0.421875,-0.25,0.8125,62.734375,0.03969474104119895,31
LLM,C2-P0,C2,P0,C2-P0/4877,Child Care,32,0.03125,0.125,0.0625,0.0,0.0625,0.0,0.03125,0.0625,0.25,-0.1875,0.875,57.8125,0.07726674384877906,31
LLM,C3-P0,C3,P0,C3-P0/2095,Weather Climate,32,0.0625,0.34375,0.09375,0.0,0.0625,0.0,0.0,0.0625,0.5,0.0,0.9375,69.6875,0.03834370227935094,31
LLM,C3-P0,C3,P0,C3-P0/2451,Soviet Union,24,0.041666666666666664,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.125,0.16666666666666666,-0.08333333333333333,0.9166666666666666,55.208333333333336,0.022176475960862647,23
LLM,C3-P0,C3,P0,C3-P0/3389,Football,14,0.0,0.2857142857142857,0.14285714285714285,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.5,-0.42857142857142855,0.8571428571428572,63.57142857142857,0.09318664178445635,13
LLM,C3-P0,C3,P0,C3-P0/3902,Care Of The Elderly,32,0.03125,0.15625,0.03125,0.03125,0.0,0.0,0.0,0.03125,0.203125,-0.75,0.9375,52.578125,0.020463662180665042,31
LLM,C3-P0,C3,P0,C3-P0/4036,Trial By Jury,14,0.0,0.5,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.7142857142857143,-0.2857142857142857,0.8571428571428572,74.28571428571429,0.09385824163158459,13
LLM,C3-P0,C3,P0,C3-P0/4048,Drug Testing,10,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.8,64.5,0.11301817824073172,9
LLM,C3-P0,C3,P0,C3-P0/4060,Job Benefits,32,0.03125,0.21875,0.09375,0.0,0.0625,0.0,0.0625,0.09375,0.375,-0.1875,0.875,61.40624999999999,0.04116124786730906,31
LLM,C3-P0,C3,P0,C3-P0/4082,News Media,32,0.03125,0.09375,0.0,0.0,0.03125,0.0,0.03125,0.0625,0.125,-0.375,0.9375,52.81249999999999,0.03181232634265478,31
LLM,C3-P0,C3,P0,C3-P0/4096,Recycling,19,0.10526315789473684,0.2631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.15789473684210525,0.3684210526315789,-0.05263157894736842,0.9222222222222223,61.86549707602339,0.041488003004859095,18
LLM,C3-P0,C3,P0,C3-P0/4103,Family Finance,32,0.09375,0.40625,0.0625,0.0,0.09375,0.0,0.0,0.09375,0.5625,0.0,0.9375,71.09375,0.03790508315325172,31
LLM,C3-P0,C3,P0,C3-P0/4104,Family Finance,32,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,-0.8125,0.8125,46.40625,0.028802258833978054,31
LLM,C3-P0,C3,P0,C3-P0/4108,Care Of The Elderly,25,0.08,0.16,0.04,0.0,0.04,0.0,0.08,0.16,0.24000000000000002,-0.68,0.9038461538461539,50.676923076923075,0.024006636339038386,24
LLM,C3-P0,C3,P0,C3-P0/4109,Job Benefits,32,0.0,0.125,0.0,0.0,0.09375,0.03125,0.09375,0.09375,0.25,-0.75,0.8125,50.15625,0.021392595376333312,31
LLM,C3-P0,C3,P0,C3-P0/4133,Capital Punishment,15,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.875,53.5,0.04454901264724384,14
LLM,C3-P0,C3,P0,C3-P0/4148,Trial By Jury,32,0.0,0.125,0.09375,0.0,0.03125,0.0,0.0625,0.0625,0.25,-0.625,0.8125,52.1875,0.011511625258574005,31
LLM,C3-P0,C3,P0,C3-P0/4152,Trial By Jury,19,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.05263157894736842,0.0,0.10526315789473684,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.9777777777777779,63.23976608187134,0.07742484083856806,18
LLM,C3-P0,C3,P0,C3-P0/4166,Care Of The Elderly,32,0.0625,0.09375,0.0,0.0,0.03125,0.0,0.09375,0.15625,0.125,-0.6875,1.0,48.59375,0.014168070787369952,31
LLM,C3-P0,C3,P0,C3-P0/4168,Music,32,0.0625,0.46875,0.125,0.0,0.0625,0.0,0.03125,0.09375,0.65625,-0.1875,0.6875,67.5,0.03332674468641811,31
LLM,C3-P0,C3,P0,C3-P0/4171,Job Benefits,32,0.0,0.125,0.0625,0.0,0.03125,0.0,0.09375,0.09375,0.21875,-0.4375,1.0,55.93749999999999,0.03264286234531315,31
LLM,C3-P0,C3,P0,C3-P0/4177,News Media,32,0.0625,0.15625,0.03125,0.0,0.03125,0.0,0.03125,0.09375,0.21875,-0.1875,0.875,55.93749999999999,0.029795056684210532,31
